60	10	0.767	0	50
80	5	0.767	0	75
70	0	1.073	0	70
50	0	0.767	0	50
60	15	1.523	1	45
80	15	1.292	1	65
70	10	1.523	1	60
50	5	1.523	1	45
60	10	1.292	1	50
80	15	1.073	1	65
70	15	0.767	1	55
50	10	1.073	1	40
60	5	1.292	1	55
80	0	1.523	1	80
70	0	1.292	1	70
50	5	1.073	1	45
60	10	0.767	1	50
80	5	0.767	1	75
70	0	1.073	1	70
50	0	0.767	1	50
60	15	1.523	1	45
80	15	1.292	1	65
70	10	1.523	1	60
50	5	1.523	1	45
60	10	1.292	1	50
80	15	1.073	1	65
70	15	0.767	1	55
50	10	1.073	1	40
60	5	1.292	1	55
80	0	1.523	1	80
70	0	1.292	1	70
50	5	1.073	1	45
60	10	0.767	1	50
80	5	0.767	1	75
70	0	1.073	1	70
50	0	0.767	1	50
60	15	1.523	1	45
80	15	1.292	1	65
70	10	1.523	1	60
50	5	1.523	1	45
60	10	1.292	1	50
80	15	1.073	1	65
70	15	0.767	1	55
50	10	1.073	1	40
60	5	1.292	1	55
80	0	1.523	1	80
70	0	1.292	1	70
50	5	1.073	1	45
60	10	0.767	1	50
80	5	0.767	1	75
70	0	1.073	1	70
50	0	0.767	1	50
60	15	1.523	1	45
80	15	1.292	1	65
70	10	1.523	1	60
50	5	1.523	1	45
60	10	1.292	1	50
80	15	1.073	1	65
70	15	0.767	1	55
50	10	1.073	1	40
60	5	1.292	1	55
80	0	1.523	1	80
70	0	1.292	1	70
50	5	1.073	1	45
60	10	0.767	1	50
80	5	0.767	1	75
70	0	1.073	1	70
50	0	0.767	1	50
60	15	1.523	1	45
80	15	1.292	1	65
70	10	1.523	1	60
50	5	1.523	1	45
60	10	1.292	1	50
80	15	1.073	1	65
70	15	0.767	1	55
50	10	1.073	1	40
60	5	1.292	1	55
80	0	1.523	1	80
70	0	1.292	1	70
50	5	1.073	1	45
60	10	0.767	1	50
80	5	0.767	1	75
70	0	1.073	1	70
50	0	0.767	1	50
60	15	1.523	1	45
80	15	1.292	1	65
70	10	1.523	1	60
50	5	1.523	1	45
60	10	1.292	1	50
80	15	1.073	1	65
70	15	0.767	1	55
50	10	1.073	1	40
60	5	1.292	1	55
80	0	1.523	1	80
70	0	1.292	1	70
50	5	1.073	1	45
60	10	0.767	1	50
80	5	0.767	1	75
70	0	1.073	1	70
50	0	0.767	1	50
60	15	1.523	0	45
80	15	1.292	0	65
70	10	1.523	0	60
50	5	1.523	0	45
60	10	1.292	0	50
80	15	1.073	0	65
70	15	0.767	0	55
50	10	1.073	0	40
60	5	1.292	0	55
80	0	1.523	0	80
70	0	1.292	0	70
50	5	1.073	0	45
60	10	0.767	0	50
80	5	0.767	0	75
70	0	1.073	0	70
50	0	0.767	0	50
50	15	1.523	1	35
70	15	1.292	1	55
60	10	1.523	1	50
80	5	1.523	1	75
50	10	1.292	1	40
70	15	1.073	1	55
60	15	0.767	1	45
80	10	1.073	1	70
50	5	1.292	1	45
70	0	1.523	1	70
60	0	1.292	1	60
80	5	1.073	1	75
50	10	0.767	1	40
70	5	0.767	1	65
60	0	1.073	1	60
80	0	0.767	1	80
50	15	1.523	0	35
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
50	15	1.523	0	35
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
50	15	1.523	1	35
70	15	1.292	1	55
60	10	1.523	1	50
80	5	1.523	1	75
50	10	1.292	1	40
70	15	1.073	1	55
60	15	0.767	1	45
80	10	1.073	1	70
50	5	1.292	1	45
70	0	1.523	1	70
60	0	1.292	1	60
80	5	1.073	1	75
50	10	0.767	1	40
70	5	0.767	1	65
60	0	1.073	1	60
80	0	0.767	1	80
50	15	1.523	0	35
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
50	15	1.523	1	35
70	15	1.292	1	55
60	10	1.523	1	50
80	5	1.523	1	75
50	10	1.292	1	40
70	15	1.073	1	55
60	15	0.767	1	45
80	10	1.073	1	70
50	5	1.292	1	45
70	0	1.523	1	70
60	0	1.292	1	60
80	5	1.073	1	75
50	10	0.767	1	40
70	5	0.767	1	65
60	0	1.073	1	60
80	0	0.767	1	80
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
50	15	1.523	1	35
70	15	1.292	1	55
60	10	1.523	1	50
80	5	1.523	1	75
50	10	1.292	1	40
70	15	1.073	1	55
60	15	0.767	1	45
80	10	1.073	1	70
50	5	1.292	1	45
70	0	1.523	1	70
60	0	1.292	1	60
80	5	1.073	1	75
50	10	0.767	1	40
70	5	0.767	1	65
60	0	1.073	1	60
80	0	0.767	1	80
50	15	1.523	0	35
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
50	15	1.523	0	35
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
50	15	1.523	0	35
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
50	15	1.523	0	35
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
50	15	1.523	0	35
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
50	15	1.523	0	35
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
50	15	1.523	0	35
70	15	1.292	0	55
60	10	1.523	0	50
80	5	1.523	0	75
50	10	1.292	0	40
70	15	1.073	0	55
60	15	0.767	0	45
80	10	1.073	0	70
50	5	1.292	0	45
70	0	1.523	0	70
60	0	1.292	0	60
80	5	1.073	0	75
50	10	0.767	0	40
70	5	0.767	0	65
60	0	1.073	0	60
80	0	0.767	0	80
80	15	1.523	0	65
60	15	1.2992	0	45
50	10	1.523	0	40
70	5	1.523	0	65
80	10	1.292	0	70
60	15	1.073	0	45
50	15	0.767	0	35
70	10	1.073	0	60
80	5	1.292	0	75
60	0	1.523	0	60
50	0	1.292	0	50
70	5	1.073	0	68
80	10	0.767	0	70
60	5	0.767	0	55
50	0	1.073	0	50
70	0	0.767	0	70
80	15	1.523	0	65
60	15	1.2992	0	45
50	10	1.523	0	40
70	5	1.523	0	65
80	10	1.292	0	70
60	15	1.073	0	45
50	15	0.767	0	35
70	10	1.073	0	60
80	5	1.292	0	75
60	0	1.523	0	60
50	0	1.292	0	50
70	5	1.073	0	68
80	10	0.767	0	70
60	5	0.767	0	55
50	0	1.073	0	50
70	0	0.767	0	70
80	15	1.523	0	65
60	15	1.2992	0	45
50	10	1.523	0	40
70	5	1.523	0	65
80	10	1.292	0	70
60	15	1.073	0	45
50	15	0.767	0	35
70	10	1.073	0	60
80	5	1.292	0	75
60	0	1.523	0	60
50	0	1.292	0	50
70	5	1.073	0	68
80	10	0.767	0	70
60	5	0.767	0	55
50	0	1.073	0	50
70	0	0.767	0	70
80	15	1.523	1	65
60	15	1.2992	1	45
50	10	1.523	1	40
70	5	1.523	1	65
80	10	1.292	1	70
60	15	1.073	1	45
50	15	0.767	1	35
70	10	1.073	1	60
80	5	1.292	1	75
60	0	1.523	1	60
50	0	1.292	1	50
70	5	1.073	1	68
80	10	0.767	1	70
60	5	0.767	1	55
50	0	1.073	1	50
70	0	0.767	1	70
80	15	1.523	1	65
60	15	1.2992	1	45
50	10	1.523	1	40
70	5	1.523	1	65
80	10	1.292	1	70
60	15	1.073	1	45
50	15	0.767	1	35
70	10	1.073	1	60
80	5	1.292	1	75
60	0	1.523	1	60
50	0	1.292	1	50
70	2	1.073	1	68
80	10	0.767	1	70
60	5	0.767	1	55
50	0	1.073	1	50
70	0	0.767	1	70
80	15	1.523	1	65
60	15	1.2992	1	45
50	10	1.523	1	40
70	5	1.523	1	65
80	10	1.292	1	70
60	15	1.073	1	45
50	15	0.767	1	35
70	10	1.073	1	60
80	5	1.292	1	75
60	0	1.523	1	60
50	0	1.292	1	50
70	5	1.073	1	68
80	10	0.767	1	70
60	5	0.767	1	55
50	0	1.073	1	50
70	0	0.767	1	70
80	15	1.523	0	65
60	15	1.2992	0	45
50	10	1.523	0	40
70	5	1.523	0	65
80	10	1.292	0	70
60	15	1.073	0	45
50	15	0.767	0	35
70	10	1.073	0	60
80	5	1.292	0	75
60	0	1.523	0	60
50	0	1.292	0	50
70	5	1.073	0	68
80	10	0.767	0	70
60	5	0.767	0	55
50	0	1.073	0	50
70	0	0.767	0	70
80	15	1.523	1	65
60	15	1.2992	1	45
50	10	1.523	1	40
70	5	1.523	1	65
80	10	1.292	1	70
60	15	1.073	1	45
50	15	0.767	1	35
70	10	1.073	1	60
80	5	1.292	1	75
60	0	1.523	1	60
50	0	1.292	1	50
70	5	1.073	1	68
80	10	0.767	1	70
60	5	0.767	1	55
50	0	1.073	1	50
70	0	0.767	1	70
80	15	1.523	1	65
60	15	1.2992	1	45
50	10	1.523	1	40
70	5	1.523	1	65
80	10	1.292	1	70
60	15	1.073	1	45
50	15	0.767	1	35
70	10	1.073	1	60
80	5	1.292	1	75
60	0	1.523	1	60
50	0	1.292	1	50
70	5	1.073	1	68
80	10	0.767	1	70
60	5	0.767	1	55
50	0	1.073	1	50
70	0	0.767	1	70
80	15	1.523	1	65
60	15	1.2992	1	45
50	10	1.523	1	40
70	5	1.523	1	65
80	10	1.292	1	70
60	15	1.073	1	45
50	15	0.767	1	35
70	10	1.073	1	60
80	5	1.292	1	75
60	0	1.523	1	60
50	0	1.292	1	50
70	5	1.073	1	68
80	10	0.767	1	70
60	5	0.767	1	55
50	0	1.073	1	50
70	0	0.767	1	70
80	15	1.523	0	65
60	15	1.2992	0	45
50	10	1.523	0	40
70	5	1.523	0	65
80	10	1.292	0	70
60	15	1.073	0	45
50	15	0.767	0	35
70	10	1.073	0	60
80	5	1.292	0	75
60	0	1.523	0	60
50	0	1.292	0	50
70	2	1.073	0	68
80	10	0.767	0	70
60	5	0.767	0	55
50	0	1.073	0	50
70	0	0.767	0	70
80	15	1.523	1	65
60	15	1.2992	1	45
50	10	1.523	1	40
70	5	1.523	1	65
80	10	1.292	1	70
60	15	1.073	1	45
50	15	0.767	1	35
70	10	1.073	1	60
80	5	1.292	1	75
60	0	1.523	1	60
50	0	1.292	1	50
70	5	1.073	1	68
80	10	0.767	1	70
60	5	0.767	1	55
50	0	1.073	1	50
70	0	0.767	1	70
80	15	1.523	0	65
60	15	1.2992	0	45
50	10	1.523	0	40
70	5	1.523	0	65
80	10	1.292	0	70
60	15	1.073	0	45
50	15	0.767	0	35
70	10	1.073	0	60
80	5	1.292	0	75
60	0	1.523	0	60
50	0	1.292	0	50
70	5	1.073	0	68
80	10	0.767	0	70
60	5	0.767	0	55
50	0	1.073	0	50
70	0	0.767	0	70
80	15	1.523	0	65
60	15	1.2992	0	45
50	10	1.523	0	40
70	5	1.523	0	65
80	10	1.292	0	70
60	15	1.073	0	45
50	15	0.767	0	35
70	10	1.073	0	60
80	5	1.292	0	75
60	0	1.523	0	60
50	0	1.292	0	50
70	5	1.073	0	68
80	10	0.767	0	70
60	5	0.767	0	55
50	0	1.073	0	50
70	0	0.767	0	70
80	15	1.523	0	65
60	15	1.2992	0	45
50	10	1.523	0	40
70	5	1.523	0	65
80	10	1.292	0	70
60	15	1.073	0	45
50	15	0.767	0	35
70	10	1.073	0	60
80	5	1.292	0	75
60	0	1.523	0	60
50	0	1.292	0	50
70	5	1.073	0	68
80	10	0.767	0	70
60	5	0.767	0	55
50	0	1.073	0	50
70	0	0.767	0	70
80	15	1.523	0	65
60	15	1.2992	0	45
50	10	1.523	0	40
70	5	1.523	0	65
80	10	1.292	0	70
60	15	1.073	0	45
50	15	0.767	0	35
70	10	1.073	0	60
80	5	1.292	0	75
60	0	1.523	0	60
50	0	1.292	0	50
70	5	1.073	0	68
80	10	0.767	0	70
60	5	0.767	0	55
50	0	1.073	0	50
70	0	0.767	0	70
80	15	1.523	0	65
60	15	1.2992	0	45
50	10	1.523	0	40
70	5	1.523	0	65
80	10	1.292	0	70
60	15	1.073	0	45
50	15	0.767	0	35
70	10	1.073	0	60
80	5	1.292	0	75
60	0	1.523	0	60
50	0	1.292	0	50
70	5	1.073	0	68
80	10	0.767	0	70
60	5	0.767	0	55
50	0	1.073	0	50
70	0	0.767	0	70
70	15	1.523	0	55
50	15	1.292	0	35
80	10	1.523	0	70
60	5	1.523	0	55
70	10	1.292	0	60
50	15	1.073	0	35
80	15	0.767	0	65
60	10	1.073	0	50
70	5	1.292	0	65
50	0	1.523	0	50
80	0	1.292	0	80
60	5	1.073	0	55
70	10	0.767	0	60
50	5	0.767	0	45
80	0	1.073	0	80
60	0	0.767	0	60
70	15	1.523	1	55
50	15	1.292	1	35
80	10	1.523	1	70
60	5	1.523	1	55
70	10	1.292	1	60
50	15	1.073	1	35
80	15	0.767	1	65
60	10	1.073	1	50
70	5	1.292	1	65
50	0	1.523	1	50
80	0	1.292	1	80
60	5	1.073	1	55
70	10	0.767	1	60
50	5	0.767	1	45
80	0	1.073	1	80
60	0	0.767	1	60
70	15	1.523	1	55
50	15	1.292	1	35
80	10	1.523	1	70
60	5	1.523	1	55
70	10	1.292	1	60
50	15	1.073	1	35
80	15	0.767	1	65
60	10	1.073	1	50
70	5	1.292	1	65
50	0	1.523	1	50
80	0	1.292	1	80
60	5	1.073	1	55
70	10	0.767	1	60
50	5	0.767	1	45
80	0	1.073	1	80
60	0	0.767	1	60
70	15	1.523	0	55
50	15	1.292	0	35
80	10	1.523	0	70
60	5	1.523	0	55
70	10	1.292	0	60
50	15	1.073	0	35
80	15	0.767	0	65
60	10	1.073	0	50
70	5	1.292	0	65
50	0	1.523	0	50
80	0	1.292	0	80
60	5	1.073	0	55
70	10	0.767	0	60
50	5	0.767	0	45
80	0	1.073	0	80
60	0	0.767	0	60
70	15	1.523	0	55
50	15	1.292	0	35
80	10	1.523	0	70
60	5	1.523	0	55
70	10	1.292	0	60
50	15	1.073	0	35
80	15	0.767	0	65
60	10	1.073	0	50
70	5	1.292	0	65
50	0	1.523	0	50
80	0	1.292	0	80
60	5	1.073	0	55
70	10	0.767	0	60
50	5	0.767	0	45
80	0	1.073	0	80
60	0	0.767	0	60
70	15	1.523	0	55
50	15	1.292	0	35
80	10	1.523	0	70
60	5	1.523	0	55
70	10	1.292	0	60
50	15	1.073	0	35
80	15	0.767	0	65
60	10	1.073	0	50
70	5	1.292	0	65
50	0	1.523	0	50
80	0	1.292	0	80
60	5	1.073	0	55
70	10	0.767	0	60
50	5	0.767	0	45
80	0	1.073	0	80
60	0	0.767	0	60
70	15	1.523	0	55
50	15	1.292	0	35
80	10	1.523	0	70
60	5	1.523	0	55
70	10	1.292	0	60
50	15	1.073	0	35
80	15	0.767	0	65
60	10	1.073	0	50
70	5	1.292	0	65
50	0	1.523	0	50
80	0	1.292	0	80
60	5	1.073	0	55
70	10	0.767	0	60
50	5	0.767	0	45
80	0	1.073	0	80
60	0	0.767	0	60
70	15	1.523	0	55
50	15	1.292	0	35
80	10	1.523	0	70
60	5	1.523	0	55
70	10	1.292	0	60
50	15	1.073	0	35
80	15	0.767	0	65
60	10	1.073	0	50
70	5	1.292	0	65
50	0	1.523	0	50
80	0	1.292	0	80
60	5	1.073	0	55
70	10	0.767	0	60
50	5	0.767	0	45
80	0	1.073	0	80
60	0	0.767	0	60
70	15	1.523	1	55
50	15	1.292	1	35
80	10	1.523	1	70
60	5	1.523	1	55
70	10	1.292	1	60
50	15	1.073	1	35
80	15	0.767	1	65
60	10	1.073	1	50
70	5	1.292	1	65
50	0	1.523	1	50
80	0	1.292	1	80
60	5	1.073	1	55
70	10	0.767	1	60
50	5	0.767	1	45
80	0	1.073	1	80
60	0	0.767	1	60
70	15	1.523	0	55
50	15	1.292	0	35
80	10	1.523	0	70
60	5	1.523	0	55
70	10	1.292	0	60
50	15	1.073	0	35
80	15	0.767	0	65
60	10	1.073	0	50
70	5	1.292	0	65
50	0	1.523	0	50
80	0	1.292	0	80
60	5	1.073	0	55
70	10	0.767	0	60
50	5	0.767	0	45
80	0	1.073	0	80
60	0	0.767	0	60
70	15	1.523	1	55
50	15	1.292	1	35
80	10	1.523	1	70
60	5	1.523	1	55
70	10	1.292	1	60
50	15	1.073	1	35
80	15	0.767	1	65
60	10	1.073	1	50
70	5	1.292	1	65
50	0	1.523	1	50
80	0	1.292	1	80
60	5	1.073	1	55
70	10	0.767	1	60
50	5	0.767	1	45
80	0	1.073	1	80
60	0	0.767	1	60
70	15	1.523	0	55
50	15	1.292	0	35
80	10	1.523	0	70
60	5	1.523	0	55
70	10	1.292	0	60
50	15	1.073	0	35
80	15	0.767	0	65
60	10	1.073	0	50
70	5	1.292	0	65
50	0	1.523	0	50
80	0	1.292	0	80
60	5	1.073	0	55
70	10	0.767	0	60
50	5	0.767	0	45
80	0	1.073	0	80
60	0	0.767	0	60
70	15	1.523	0	55
50	15	1.292	0	35
80	10	1.523	0	70
60	5	1.523	0	55
70	10	1.292	0	60
50	15	1.073	0	35
80	15	0.767	0	65
60	10	1.073	0	50
70	5	1.292	0	65
50	0	1.523	0	50
80	0	1.292	0	80
60	5	1.073	0	55
70	10	0.767	0	60
50	5	0.767	0	45
80	0	1.073	0	80
60	0	0.767	0	60
70	15	1.523	1	55
50	15	1.292	1	35
80	10	1.523	1	70
60	5	1.523	1	55
70	10	1.292	1	60
50	15	1.073	1	35
80	15	0.767	1	65
60	10	1.073	1	50
70	5	1.292	1	65
50	0	1.523	1	50
80	0	1.292	1	80
60	5	1.073	1	55
70	10	0.767	1	60
50	5	0.767	1	45
80	0	1.073	1	80
60	0	0.767	1	60
70	15	1.523	1	55
50	15	1.292	1	35
80	10	1.523	1	70
60	5	1.523	1	55
70	10	1.292	1	60
50	15	1.073	1	35
80	15	0.767	1	65
60	10	1.073	1	50
70	5	1.292	1	65
50	0	1.523	1	50
80	0	1.292	1	80
60	5	1.073	1	55
70	10	0.767	1	60
50	5	0.767	1	45
80	0	1.073	1	80
60	0	0.767	1	60
